querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
60_80.bin.17.orig.fa,60_80.bin.17.orig.fa,2296191,0,0.99982715,0.99982715,1,2296588,2296588,0.999827135,171
30_40.bin.24.permissive.fa,30_40.bin.24.permissive.fa,2724836,140,0.9998107,0.9998107,0.9999486,2725352,2725352,0.999810667,221
30_40.bin.26.strict.fa,30_40.bin.26.strict.fa,5354659,86,0.9998215,0.9998215,0.99998397,5355615,5355615,0.999821496,117
30_40.bin.26.strict.fa,40_50.bin.14.strict.fa,4628445,22561,0.7958647,0.8642229,0.9951256,5815618,5355615,0.864222876,117
40_50.bin.14.strict.fa,30_40.bin.26.strict.fa,4628282,22369,0.8641924,0.7958367,0.9951669,5355615,5815618,0.864192441,117
40_50.bin.14.strict.fa,40_50.bin.14.strict.fa,5814477,300,0.9998038,0.9998038,0.9999484,5815618,5815618,0.999803804,117
30_40.bin.31.orig.fa,30_40.bin.31.orig.fa,1746467,0,0.99965143,0.99965143,1,1747076,1747076,0.999651418,100
30_40.bin.31.orig.fa,80_100.bin.113.strict.fa,891300,2354,0.60158545,0.5101667,0.9973589,1481585,1747076,0.601585464,100
80_100.bin.113.strict.fa,30_40.bin.31.orig.fa,891385,2283,0.51021534,0.60164285,0.9974388,1747076,1481585,0.601642835,100
80_100.bin.113.strict.fa,80_100.bin.113.strict.fa,1481147,403,0.99970436,0.99970436,0.9997279,1481585,1481585,0.999704371,100
30_40.bin.33.strict.fa,30_40.bin.33.strict.fa,3264486,90,0.9997899,0.9997899,0.9999724,3265172,3265172,0.999789904,67
30_40.bin.33.strict.fa,40_50.bin.49.strict.fa,2328614,21999,0.74848527,0.7131673,0.9905527,3111102,3265172,0.748485263,67
30_40.bin.33.strict.fa,50_60.bin.61.strict.fa,1574750,14055,0.78554195,0.482287,0.9910748,2004667,3265172,0.785541938,67
30_40.bin.33.strict.fa,60_80.bin.61.strict.fa,1563795,13649,0.78681546,0.4789319,0.99127185,1987499,3265172,0.78681549,67
30_40.bin.33.strict.fa,80_100.bin.1.orig.fa,1594211,12287,0.84325874,0.4882472,0.99229276,1890536,3265172,0.843258737,67
40_50.bin.49.strict.fa,30_40.bin.33.strict.fa,2328367,21961,0.7130917,0.7484059,0.99056804,3265172,3111102,0.74840587,67
40_50.bin.49.strict.fa,40_50.bin.49.strict.fa,3110540,100,0.99981934,0.99981934,0.9999679,3111102,3111102,0.999819357,67
40_50.bin.49.strict.fa,50_60.bin.61.strict.fa,1544512,13664,0.77045816,0.49645174,0.9911532,2004667,3111102,0.770458136,67
40_50.bin.49.strict.fa,60_80.bin.61.strict.fa,1534124,13670,0.7718867,0.49311274,0.9910894,1987499,3111102,0.771886678,67
40_50.bin.49.strict.fa,80_100.bin.1.orig.fa,1563804,11643,0.82717496,0.50265276,0.99255466,1890536,3111102,0.827174939,67
50_60.bin.61.strict.fa,30_40.bin.33.strict.fa,1574792,14052,0.48229986,0.7855629,0.99107695,3265172,2004667,0.785562889,67
50_60.bin.61.strict.fa,40_50.bin.49.strict.fa,1544532,13758,0.49645817,0.7704681,0.99109244,3111102,2004667,0.770468113,67
50_60.bin.61.strict.fa,50_60.bin.61.strict.fa,2004325,30,0.9998294,0.9998294,0.99998504,2004667,2004667,0.999829398,67
50_60.bin.61.strict.fa,60_80.bin.61.strict.fa,1925877,5513,0.9689952,0.9606967,0.9971374,1987499,2004667,0.968995205,67
50_60.bin.61.strict.fa,80_100.bin.1.orig.fa,1123844,8630,0.59445786,0.5606138,0.992321,1890536,2004667,0.594457868,67
60_80.bin.61.strict.fa,30_40.bin.33.strict.fa,1563771,13616,0.47892454,0.7868034,0.99129283,3265172,1987499,0.786803415,67
60_80.bin.61.strict.fa,40_50.bin.49.strict.fa,1533934,13641,0.49305165,0.7717911,0.99110717,3111102,1987499,0.77179108,67
60_80.bin.61.strict.fa,50_60.bin.61.strict.fa,1935784,5512,0.9656387,0.9739799,0.99715257,2004667,1987499,0.973979861,67
60_80.bin.61.strict.fa,60_80.bin.61.strict.fa,1986928,139,0.9997127,0.9997127,0.99993,1987499,1987499,0.999712704,67
60_80.bin.61.strict.fa,80_100.bin.1.orig.fa,1117959,8534,0.591345,0.56249535,0.99236643,1890536,1987499,0.591344994,67
80_100.bin.1.orig.fa,30_40.bin.33.strict.fa,1594035,12292,0.48819327,0.84316564,0.99228877,3265172,1890536,0.843165642,67
80_100.bin.1.orig.fa,40_50.bin.49.strict.fa,1563749,11647,0.50263506,0.8271459,0.99255186,3111102,1890536,0.827145846,67
80_100.bin.1.orig.fa,50_60.bin.61.strict.fa,1123512,8614,0.56044817,0.59428227,0.992333,2004667,1890536,0.594282256,67
80_100.bin.1.orig.fa,60_80.bin.61.strict.fa,1117980,8565,0.56250596,0.5913561,0.99233884,1987499,1890536,0.591356102,67
80_100.bin.1.orig.fa,80_100.bin.1.orig.fa,1890024,0,0.99972916,0.99972916,1,1890536,1890536,0.999729177,67
30_40.bin.38.strict.fa,30_40.bin.38.strict.fa,1031576,50,0.99966955,0.99966955,0.99995154,1031917,1031917,0.999669547,40
30_40.bin.38.strict.fa,40_50.bin.136.strict.fa,350197,15388,0.33936316,0.33936548,0.95605904,1031924,1031917,0.339365472,40
40_50.bin.136.strict.fa,30_40.bin.38.strict.fa,349994,15263,0.33916876,0.33916646,0.9563907,1031917,1031924,0.339168751,40
40_50.bin.136.strict.fa,40_50.bin.136.strict.fa,1031772,40,0.9998527,0.9998527,0.99996126,1031924,1031924,0.999852702,40
30_40.bin.41.strict.fa,30_40.bin.41.strict.fa,4253897,170,0.9994796,0.9994796,0.99996006,4256112,4256112,0.999479572,55
30_40.bin.43.orig.fa,30_40.bin.43.orig.fa,2939678,0,0.99984115,0.99984115,1,2940145,2940145,0.999841164,214
30_40.bin.43.orig.fa,40_50.bin.6.orig.fa,2585619,19498,0.95269465,0.87941885,0.99245906,2714006,2940145,0.952694651,214
30_40.bin.43.orig.fa,80_100.bin.10.strict.fa,2885267,21524,0.79339033,0.9813349,0.99254006,3636630,2940145,0.981334934,214
40_50.bin.6.orig.fa,30_40.bin.43.orig.fa,2586558,19645,0.8797383,0.95304066,0.99240494,2940145,2714006,0.953040634,214
40_50.bin.6.orig.fa,40_50.bin.6.orig.fa,2713600,0,0.9998504,0.9998504,1,2714006,2714006,0.999850406,214
40_50.bin.6.orig.fa,80_100.bin.10.strict.fa,2674947,19244,0.73555654,0.98560834,0.99280584,3636630,2714006,0.985608359,214
80_100.bin.10.strict.fa,30_40.bin.43.orig.fa,2885928,21627,0.98155975,0.79357207,0.992506,2940145,3636630,0.981559753,214
80_100.bin.10.strict.fa,40_50.bin.6.orig.fa,2674557,19217,0.98546463,0.7354493,0.9928149,2714006,3636630,0.98546466,214
80_100.bin.10.strict.fa,80_100.bin.10.strict.fa,3636258,180,0.9998977,0.9998977,0.9999505,3636630,3636630,0.999897707,214
30_40.bin.55.orig.fa,30_40.bin.55.orig.fa,5059130,0,0.99983597,0.99983597,1,5059960,5059960,0.999835967,73
30_40.bin.55.orig.fa,40_50.bin.194.orig.fa,3830052,23363,0.7752605,0.7569333,0.99390006,4940342,5059960,0.775260498,73
30_40.bin.55.orig.fa,50_60.bin.167.strict.fa,2431098,15938,0.7802527,0.48045796,0.9934441,3115783,5059960,0.780252668,73
30_40.bin.55.orig.fa,60_80.bin.167.strict.fa,2432015,15702,0.77823883,0.4806392,0.9935436,3125024,5059960,0.778238823,73
30_40.bin.55.orig.fa,80_100.bin.21.orig.fa,3839691,20932,0.79813683,0.75883824,0.9945485,4810818,5059960,0.798136824,73
40_50.bin.194.orig.fa,30_40.bin.55.orig.fa,3829973,23268,0.75691766,0.77524453,0.99392474,5059960,4940342,0.775244507,73
40_50.bin.194.orig.fa,40_50.bin.194.orig.fa,4939559,0,0.9998415,0.9998415,1,4940342,4940342,0.999841509,73
40_50.bin.194.orig.fa,50_60.bin.167.strict.fa,2468437,16032,0.7922365,0.49964902,0.9935052,3115783,4940342,0.792236494,73
40_50.bin.194.orig.fa,60_80.bin.167.strict.fa,2461173,15588,0.7875693,0.49817866,0.9936664,3125024,4940342,0.787569311,73
40_50.bin.194.orig.fa,80_100.bin.21.orig.fa,3671982,21112,0.76327604,0.74326473,0.99425054,4810818,4940342,0.763276017,73
50_60.bin.167.strict.fa,30_40.bin.55.orig.fa,2431543,15959,0.4805459,0.7803955,0.9934367,5059960,3115783,0.78039549,73
50_60.bin.167.strict.fa,40_50.bin.194.orig.fa,2468508,16217,0.49966338,0.7922593,0.99343044,4940342,3115783,0.792259281,73
50_60.bin.167.strict.fa,50_60.bin.167.strict.fa,3115112,60,0.99978465,0.99978465,0.99998075,3115783,3115783,0.999784645,73
50_60.bin.167.strict.fa,60_80.bin.167.strict.fa,3020078,7366,0.96641755,0.9692838,0.997561,3125024,3115783,0.969283804,73
50_60.bin.167.strict.fa,80_100.bin.21.orig.fa,2311269,13780,0.48043162,0.74179393,0.9940379,4810818,3115783,0.741793957,73
60_80.bin.167.strict.fa,30_40.bin.55.orig.fa,2433304,15718,0.4808939,0.7786513,0.99354047,5059960,3125024,0.7786513,73
60_80.bin.167.strict.fa,40_50.bin.194.orig.fa,2461246,15630,0.49819344,0.78759265,0.99364954,4940342,3125024,0.787592671,73
60_80.bin.167.strict.fa,50_60.bin.167.strict.fa,3020252,7280,0.96933967,0.9664732,0.9975896,3115783,3125024,0.969339649,73
60_80.bin.167.strict.fa,60_80.bin.167.strict.fa,3124464,124,0.9998208,0.9998208,0.9999603,3125024,3125024,0.999820801,73
60_80.bin.167.strict.fa,80_100.bin.21.orig.fa,2307752,13412,0.47970054,0.73847497,0.9941883,4810818,3125024,0.738474969,73
80_100.bin.21.orig.fa,30_40.bin.55.orig.fa,3840872,21189,0.7590716,0.79838234,0.9944833,5059960,4810818,0.798382313,73
80_100.bin.21.orig.fa,40_50.bin.194.orig.fa,3672048,21107,0.7432781,0.76328975,0.99425197,4940342,4810818,0.763289736,73
80_100.bin.21.orig.fa,50_60.bin.167.strict.fa,2310850,13730,0.74165946,0.4803445,0.9940585,3115783,4810818,0.74165948,73
80_100.bin.21.orig.fa,60_80.bin.167.strict.fa,2307564,13423,0.7384148,0.47966146,0.99418306,3125024,4810818,0.738414809,73
80_100.bin.21.orig.fa,80_100.bin.21.orig.fa,4810051,0,0.99984056,0.99984056,1,4810818,4810818,0.999840568,73
30_40.bin.57.strict.fa,30_40.bin.57.strict.fa,1133186,10,0.9998615,0.9998615,0.9999912,1133343,1133343,0.999861472,41
30_40.bin.57.strict.fa,40_50.bin.176.strict.fa,860952,4416,0.6699953,0.759657,0.9948708,1285012,1133343,0.75965705,41
30_40.bin.57.strict.fa,50_60.bin.164.strict.fa,845491,4289,0.71684283,0.74601513,0.9949272,1179465,1133343,0.746015108,41
30_40.bin.57.strict.fa,60_80.bin.164.strict.fa,847330,4341,0.7192484,0.74763775,0.99487686,1178077,1133343,0.747637741,41
30_40.bin.57.strict.fa,80_100.bin.35.strict.fa,946869,4904,0.5517428,0.83546555,0.99482083,1716142,1133343,0.835465521,41
40_50.bin.176.strict.fa,30_40.bin.57.strict.fa,859527,4249,0.7583997,0.66888636,0.99505657,1133343,1285012,0.758399708,41
40_50.bin.176.strict.fa,40_50.bin.176.strict.fa,1284808,50,0.9998413,0.9998413,0.9999611,1285012,1285012,0.999841247,41
40_50.bin.176.strict.fa,50_60.bin.164.strict.fa,915706,4901,0.77637404,0.712605,0.99464786,1179465,1285012,0.776374034,41
40_50.bin.176.strict.fa,60_80.bin.164.strict.fa,916727,4823,0.77815545,0.7133996,0.9947389,1178077,1285012,0.778155418,41
40_50.bin.176.strict.fa,80_100.bin.35.strict.fa,1027997,6707,0.5990163,0.7999902,0.9934757,1716142,1285012,0.799990195,41
50_60.bin.164.strict.fa,30_40.bin.57.strict.fa,845376,4265,0.7459136,0.7167453,0.9949549,1133343,1179465,0.745913638,41
50_60.bin.164.strict.fa,40_50.bin.176.strict.fa,915720,4853,0.7126159,0.7763859,0.9947004,1285012,1179465,0.776385904,41
50_60.bin.164.strict.fa,50_60.bin.164.strict.fa,1179293,30,0.99985415,0.99985415,0.99997455,1179465,1179465,0.999854171,41
50_60.bin.164.strict.fa,60_80.bin.164.strict.fa,1151765,1958,0.9776653,0.97651476,0.9983,1178077,1179465,0.977665297,41
50_60.bin.164.strict.fa,80_100.bin.35.strict.fa,959665,5609,0.55919904,0.81364435,0.9941552,1716142,1179465,0.813644322,41
60_80.bin.164.strict.fa,30_40.bin.57.strict.fa,847267,4337,0.74758214,0.71919495,0.9948812,1133343,1178077,0.747582153,41
60_80.bin.164.strict.fa,40_50.bin.176.strict.fa,916827,4884,0.7134774,0.7782403,0.99467295,1285012,1178077,0.778240302,41
60_80.bin.164.strict.fa,50_60.bin.164.strict.fa,1151948,2009,0.9766699,0.97782063,0.99825597,1179465,1178077,0.977820635,41
60_80.bin.164.strict.fa,60_80.bin.164.strict.fa,1177705,56,0.9996842,0.9996842,0.99995244,1178077,1178077,0.999684231,41
60_80.bin.164.strict.fa,80_100.bin.35.strict.fa,964654,6305,0.5621062,0.8188378,0.993464,1716142,1178077,0.818837818,41
80_100.bin.35.strict.fa,30_40.bin.57.strict.fa,946927,4896,0.8355167,0.5517766,0.9948296,1133343,1716142,0.835516697,41
80_100.bin.35.strict.fa,40_50.bin.176.strict.fa,1029451,6934,0.8011217,0.5998635,0.9932644,1285012,1716142,0.801121702,41
80_100.bin.35.strict.fa,50_60.bin.164.strict.fa,959805,5610,0.813763,0.55928063,0.99415505,1179465,1716142,0.81376302,41
80_100.bin.35.strict.fa,60_80.bin.164.strict.fa,964669,6239,0.8188506,0.5621149,0.9935325,1178077,1716142,0.818850551,41
80_100.bin.35.strict.fa,80_100.bin.35.strict.fa,1715779,118,0.99978846,0.99978846,0.9999312,1716142,1716142,0.999788479,41
30_40.bin.60.permissive.fa,30_40.bin.60.permissive.fa,1819315,100,0.99977636,0.99977636,0.99994504,1819722,1819722,0.999776339,34
30_40.bin.62.orig.fa,30_40.bin.62.orig.fa,2220871,0,0.9999487,0.9999487,1,2220985,2220985,0.999948671,1
30_40.bin.62.orig.fa,40_50.bin.133.orig.fa,2061456,3923,0.89139533,0.92817193,0.998097,2312617,2220985,0.92817196,1
40_50.bin.133.orig.fa,30_40.bin.62.orig.fa,2061450,3926,0.92816925,0.89139277,0.9980955,2220985,2312617,0.928169258,1
40_50.bin.133.orig.fa,40_50.bin.133.orig.fa,2312491,0,0.9999455,0.9999455,1,2312617,2312617,0.999945516,1
30_40.bin.66.strict.fa,30_40.bin.66.strict.fa,881673,30,0.9996689,0.9996689,0.99996597,881965,881965,0.999668921,27
30_40.bin.66.strict.fa,60_80.bin.108.strict.fa,478899,21335,0.3421533,0.5429909,0.9554499,1399662,881965,0.542990935,27
30_40.bin.66.strict.fa,80_100.bin.17.permissive.fa,292934,13278,0.28298318,0.33213788,0.9546724,1035164,881965,0.332137897,27
60_80.bin.108.strict.fa,30_40.bin.66.strict.fa,479060,21159,0.5431735,0.34226835,0.95583224,881965,1399662,0.543173482,27
60_80.bin.108.strict.fa,60_80.bin.108.strict.fa,1399367,80,0.99978924,0.99978924,0.99994284,1399662,1399662,0.999789235,27
60_80.bin.108.strict.fa,80_100.bin.17.permissive.fa,332743,24174,0.3214399,0.23773097,0.9273493,1035164,1399662,0.321439888,27
80_100.bin.17.permissive.fa,30_40.bin.66.strict.fa,291908,13106,0.33097458,0.28199202,0.95510226,881965,1035164,0.330974585,27
80_100.bin.17.permissive.fa,60_80.bin.108.strict.fa,333460,24276,0.23824324,0.32213253,0.92719966,1399662,1035164,0.322132532,27
80_100.bin.17.permissive.fa,80_100.bin.17.permissive.fa,1034674,140,0.9995266,0.9995266,0.9998647,1035164,1035164,0.999526645,27
30_40.bin.71.strict.fa,30_40.bin.71.strict.fa,2935370,50,0.9998764,0.9998764,0.99998295,2935733,2935733,0.999876351,118
30_40.bin.71.strict.fa,40_50.bin.174.permissive.fa,2665155,22170,0.72476536,0.9078329,0.9916815,3677266,2935733,0.907832899,118
30_40.bin.71.strict.fa,50_60.bin.170.permissive.fa,2284935,22777,0.74987745,0.7783184,0.99003166,3047078,2935733,0.778318396,118
30_40.bin.71.strict.fa,60_80.bin.170.permissive.fa,1906322,25674,0.7647889,0.6493513,0.98653215,2492612,2935733,0.764788904,118
40_50.bin.174.permissive.fa,30_40.bin.71.strict.fa,2664748,22055,0.9076943,0.7246547,0.9917234,2935733,3677266,0.907694262,118
40_50.bin.174.permissive.fa,40_50.bin.174.permissive.fa,3676874,120,0.9998934,0.9998934,0.99996734,3677266,3677266,0.999893399,118
40_50.bin.174.permissive.fa,50_60.bin.170.permissive.fa,2687485,26057,0.8819876,0.7308378,0.9903043,3047078,3677266,0.881987596,118
40_50.bin.174.permissive.fa,60_80.bin.170.permissive.fa,2227911,29141,0.8938058,0.6058607,0.98692006,2492612,3677266,0.893805775,118
50_60.bin.170.permissive.fa,30_40.bin.71.strict.fa,2284989,22841,0.77833676,0.74989516,0.9900039,2935733,3047078,0.77833679,118
50_60.bin.170.permissive.fa,40_50.bin.174.permissive.fa,2687974,26128,0.7309708,0.8821481,0.9902797,3677266,3047078,0.882148078,118
50_60.bin.170.permissive.fa,50_60.bin.170.permissive.fa,3045953,329,0.9996308,0.9996308,0.999892,3047078,3047078,0.999630794,118
50_60.bin.170.permissive.fa,60_80.bin.170.permissive.fa,2405081,23029,0.9648838,0.78930736,0.9904249,2492612,3047078,0.964883825,118
60_80.bin.170.permissive.fa,30_40.bin.71.strict.fa,1905617,25595,0.64911115,0.76450604,0.9865686,2935733,2492612,0.764506068,118
60_80.bin.170.permissive.fa,40_50.bin.174.permissive.fa,2226968,29003,0.6056043,0.89342743,0.98697644,3677266,2492612,0.893427457,118
60_80.bin.170.permissive.fa,50_60.bin.170.permissive.fa,2404329,22814,0.78906053,0.96458215,0.9905113,3047078,2492612,0.964582133,118
60_80.bin.170.permissive.fa,60_80.bin.170.permissive.fa,2491928,80,0.9997256,0.9997256,0.9999679,2492612,2492612,0.999725589,118
30_40.bin.72.permissive.fa,30_40.bin.72.permissive.fa,1867259,72,0.99977565,0.99977565,0.99996144,1867678,1867678,0.999775657,42
30_40.bin.72.permissive.fa,50_60.bin.185.strict.fa,938430,17897,0.56505716,0.50245816,0.9809288,1660770,1867678,0.565057172,42
30_40.bin.72.permissive.fa,60_80.bin.185.strict.fa,929043,16245,0.57136154,0.4974321,0.98251426,1626016,1867678,0.571361536,42
50_60.bin.185.strict.fa,30_40.bin.72.permissive.fa,935078,17455,0.5006634,0.5630388,0.98133314,1867678,1660770,0.563038831,42
50_60.bin.185.strict.fa,50_60.bin.185.strict.fa,1660152,97,0.9996279,0.9996279,0.9999416,1660770,1660770,0.999627883,42
50_60.bin.185.strict.fa,60_80.bin.185.strict.fa,1555193,8325,0.95644385,0.9364289,0.99464697,1626016,1660770,0.956443848,42
60_80.bin.185.strict.fa,30_40.bin.72.permissive.fa,925494,15840,0.4955319,0.5691789,0.9828848,1867678,1626016,0.569178901,42
60_80.bin.185.strict.fa,50_60.bin.185.strict.fa,1553992,8330,0.9357057,0.9557052,0.99463964,1660770,1626016,0.955705233,42
60_80.bin.185.strict.fa,60_80.bin.185.strict.fa,1625393,45,0.99961686,0.99961686,0.99997234,1626016,1626016,0.999616855,42
30_40.bin.74.strict.fa,30_40.bin.74.strict.fa,1964107,60,0.9996412,0.9996412,0.9999694,1964812,1964812,0.999641187,184
30_40.bin.74.strict.fa,40_50.bin.89.orig.fa,1378208,37846,0.5501459,0.7014452,0.9725397,2505168,1964812,0.701445227,184
40_50.bin.89.orig.fa,30_40.bin.74.strict.fa,1380696,38245,0.7027115,0.55113906,0.97230023,1964812,2505168,0.702711506,184
40_50.bin.89.orig.fa,40_50.bin.89.orig.fa,2504430,0,0.99970543,0.99970543,1,2505168,2505168,0.999705409,184
30_40.bin.81.strict.fa,30_40.bin.81.strict.fa,4087838,30,0.99992687,0.99992687,0.99999267,4088137,4088137,0.999926862,197
30_40.bin.81.strict.fa,40_50.bin.77.strict.fa,3889344,16560,0.9455148,0.9513732,0.9957422,4113467,4088137,0.951373205,197
30_40.bin.81.strict.fa,50_60.bin.2.orig.fa,2650955,12292,0.9438965,0.6484506,0.9953632,2808523,4088137,0.943896489,197
30_40.bin.81.strict.fa,60_80.bin.2.orig.fa,2650955,12292,0.9438965,0.6484506,0.9953632,2808523,4088137,0.943896489,197
40_50.bin.77.strict.fa,30_40.bin.81.strict.fa,3889642,16419,0.9514461,0.9455873,0.9957788,4088137,4113467,0.951446099,197
40_50.bin.77.strict.fa,40_50.bin.77.strict.fa,4113091,99,0.99990857,0.99990857,0.9999759,4113467,4113467,0.999908593,197
40_50.bin.77.strict.fa,50_60.bin.2.orig.fa,2651495,13022,0.94408876,0.6445889,0.9950888,2808523,4113467,0.944088761,197
40_50.bin.77.strict.fa,60_80.bin.2.orig.fa,2651495,13022,0.94408876,0.6445889,0.9950888,2808523,4113467,0.944088761,197
50_60.bin.2.orig.fa,30_40.bin.81.strict.fa,2651351,12391,0.6485475,0.9440375,0.9953265,4088137,2808523,0.944037489,197
50_60.bin.2.orig.fa,40_50.bin.77.strict.fa,2650742,13038,0.6444058,0.94382066,0.99508137,4113467,2808523,0.943820649,197
50_60.bin.2.orig.fa,50_60.bin.2.orig.fa,2807715,0,0.9997123,0.9997123,1,2808523,2808523,0.999712304,197
50_60.bin.2.orig.fa,60_80.bin.2.orig.fa,2807715,0,0.9997123,0.9997123,1,2808523,2808523,0.999712304,197
60_80.bin.2.orig.fa,30_40.bin.81.strict.fa,2651351,12391,0.6485475,0.9440375,0.9953265,4088137,2808523,0.944037489,197
60_80.bin.2.orig.fa,40_50.bin.77.strict.fa,2650742,13038,0.6444058,0.94382066,0.99508137,4113467,2808523,0.943820649,197
60_80.bin.2.orig.fa,50_60.bin.2.orig.fa,2807715,0,0.9997123,0.9997123,1,2808523,2808523,0.999712304,197
60_80.bin.2.orig.fa,60_80.bin.2.orig.fa,2807715,0,0.9997123,0.9997123,1,2808523,2808523,0.999712304,197
30_40.bin.82.permissive.fa,30_40.bin.82.permissive.fa,3038346,130,0.9994707,0.9994707,0.9999572,3039955,3039955,0.999470716,195
30_40.bin.97.strict.fa,30_40.bin.97.strict.fa,4008772,180,0.99934584,0.99934584,0.9999551,4011396,4011396,0.999345864,206
30_40.bin.97.strict.fa,40_50.bin.75.strict.fa,3559711,24626,0.8362829,0.88739955,0.99308205,4256587,4011396,0.887399549,206
30_40.bin.97.strict.fa,50_60.bin.101.strict.fa,3237656,27734,0.87366647,0.80711454,0.9914339,3705826,4011396,0.873666492,206
30_40.bin.97.strict.fa,60_80.bin.101.strict.fa,3224791,27004,0.87604934,0.8039074,0.99162614,3681061,4011396,0.876049324,206
30_40.bin.97.strict.fa,80_100.bin.76.strict.fa,3069147,25429,0.87557304,0.765107,0.99171466,3505301,4011396,0.875573025,206
40_50.bin.75.strict.fa,30_40.bin.97.strict.fa,3559867,24579,0.8874384,0.83631957,0.9930955,4011396,4256587,0.887438438,206
40_50.bin.75.strict.fa,40_50.bin.75.strict.fa,4253747,267,0.9993328,0.9993328,0.99993724,4256587,4256587,0.999332799,206
40_50.bin.75.strict.fa,50_60.bin.101.strict.fa,3347961,28356,0.9034318,0.7865365,0.99153036,3705826,4256587,0.903431786,206
40_50.bin.75.strict.fa,60_80.bin.101.strict.fa,3336192,27962,0.9063126,0.7837716,0.9916186,3681061,4256587,0.906312609,206
40_50.bin.75.strict.fa,80_100.bin.76.strict.fa,3159363,25604,0.90131,0.74222916,0.99189585,3505301,4256587,0.901310044,206
50_60.bin.101.strict.fa,30_40.bin.97.strict.fa,3238129,27704,0.80723244,0.87379414,0.99144447,4011396,3705826,0.873794128,206
50_60.bin.101.strict.fa,40_50.bin.75.strict.fa,3347962,28544,0.78653675,0.9034321,0.9914742,4256587,3705826,0.903432055,206
50_60.bin.101.strict.fa,50_60.bin.101.strict.fa,3703975,126,0.9995005,0.9995005,0.99996597,3705826,3705826,0.999500516,206
50_60.bin.101.strict.fa,60_80.bin.101.strict.fa,3563095,9780,0.96795326,0.9614847,0.9972552,3681061,3705826,0.967953261,206
50_60.bin.101.strict.fa,80_100.bin.76.strict.fa,2878831,27507,0.8212792,0.7768392,0.9904451,3505301,3705826,0.821279257,206
60_80.bin.101.strict.fa,30_40.bin.97.strict.fa,3226022,27077,0.8042143,0.8763837,0.9916067,4011396,3681061,0.876383738,206
60_80.bin.101.strict.fa,40_50.bin.75.strict.fa,3336319,27720,0.78380144,0.9063471,0.99169147,4256587,3681061,0.90634711,206
60_80.bin.101.strict.fa,50_60.bin.101.strict.fa,3563058,9540,0.9614747,0.9679432,0.9973225,3705826,3681061,0.96794321,206
60_80.bin.101.strict.fa,60_80.bin.101.strict.fa,3680494,150,0.999846,0.999846,0.99995923,3681061,3681061,0.999845968,206
60_80.bin.101.strict.fa,80_100.bin.76.strict.fa,2870330,27693,0.8188541,0.7797562,0.990352,3505301,3681061,0.818854073,206
80_100.bin.76.strict.fa,30_40.bin.97.strict.fa,3070500,25544,0.7654443,0.87595904,0.99168086,4011396,3505301,0.875959012,206
80_100.bin.76.strict.fa,40_50.bin.75.strict.fa,3159710,25689,0.7423107,0.90140903,0.9918698,4256587,3505301,0.901409037,206
80_100.bin.76.strict.fa,50_60.bin.101.strict.fa,2879077,27542,0.7769056,0.82134944,0.99043375,3705826,3505301,0.821349436,206
80_100.bin.76.strict.fa,60_80.bin.101.strict.fa,2871167,27968,0.7799835,0.81909287,0.990259,3681061,3505301,0.819092854,206
80_100.bin.76.strict.fa,80_100.bin.76.strict.fa,3502070,345,0.9990783,0.9990783,0.9999015,3505301,3505301,0.999078253,206
30_40.bin.98.orig.fa,30_40.bin.98.orig.fa,3165936,0,0.9997815,0.9997815,1,3166628,3166628,0.999781471,133
40_50.bin.10.strict.fa,40_50.bin.10.strict.fa,2940576,88,0.99949557,0.99949557,0.9999701,2942060,2942060,0.999495592,223
40_50.bin.10.strict.fa,50_60.bin.67.strict.fa,715812,8396,0.36916327,0.24330299,0.98827064,1939012,2942060,0.369163265,223
40_50.bin.10.strict.fa,5_10.bin.50.strict.fa,1826696,18802,0.55673856,0.62089014,0.9897071,3281066,2942060,0.620890125,223
40_50.bin.10.strict.fa,60_80.bin.67.orig.fa,720081,8724,0.37569594,0.24475402,0.9878847,1916659,2942060,0.375695938,223
50_60.bin.67.strict.fa,40_50.bin.10.strict.fa,716363,8348,0.24349028,0.36944744,0.9883467,2942060,1939012,0.36944743,223
50_60.bin.67.strict.fa,50_60.bin.67.strict.fa,1938541,40,0.9997571,0.9997571,0.9999794,1939012,1939012,0.999757093,223
50_60.bin.67.strict.fa,5_10.bin.50.strict.fa,985341,10699,0.30031124,0.50816655,0.9891418,3281066,1939012,0.50816653,223
50_60.bin.67.strict.fa,60_80.bin.67.orig.fa,1865095,3633,0.9730969,0.961879,0.9980521,1916659,1939012,0.973096936,223
5_10.bin.50.strict.fa,40_50.bin.10.strict.fa,1826960,18859,0.62097985,0.556819,0.98967737,2942060,3281066,0.620979858,223
5_10.bin.50.strict.fa,50_60.bin.67.strict.fa,983640,10535,0.5072893,0.2997928,0.98928976,1939012,3281066,0.507289279,223
5_10.bin.50.strict.fa,5_10.bin.50.strict.fa,3280493,189,0.99982536,0.99982536,0.99994236,3281066,3281066,0.999825362,223
5_10.bin.50.strict.fa,60_80.bin.67.orig.fa,989849,11477,0.51644504,0.30168518,0.9884053,1916659,3281066,0.516445022,223
60_80.bin.67.orig.fa,40_50.bin.10.strict.fa,720795,8798,0.2449967,0.37606847,0.98779404,2942060,1916659,0.376068461,223
